id,text,text_hashtag,comment_1,comment_2,comment_3,comment_4,comment_5
69,"Resistant band training? What do you think about this specific kind of physical activity? I think it's extremely effective way to put some more muscle on and stimulate muscle fibre to grow even stronger. Consistency is the key as always.
", todaysworkoutdone  musclegrowth  musclegain  crushit  gymflor  beconsistent  knowyourgoal  aimhigh  mindsetiskey  energy  fit  fitness  workout  healthylifestyle  health  fitpreneur  staypositive  beyourself  love  life  happy  body  exercise  monacofitness  mncofitness,N/A,N/A,N/A,N/A,N/A
70,"It has not felt like I've been gone for two weeks....🤔 I've been so busy I've lost all tracks and traces of time ~ I also feel like there is never enough time for sleep! But anywho! Here are some fabric wrapped bracelets ~ ❤🧡💛
.
.
.
", denver  colorado  jewelry  jewelrymaking  jewelrydesigner  art  artist  design  body  scrubs  scrub  bodyscrub  natural  nature  ocean  oceanicembers  beauty  life  lifestyle  denver  colorado  photography  photographer  custom  instagram  insta  paypal,N/A,N/A,N/A,N/A,N/A
71,"Coke first, then pepsi, whats next? 
", hot  model  boy  picoftheday  instagood  instadaily  bestoftheday  outfitoftheday  instapic  pic  best  outfits  outfit  fashion  love  body  back  vsco  vscocam  vscofilter,N/A,N/A,N/A,N/A,N/A
72,"O enorme desequilíbrio que desencadeia ondas de dor chega a durar séculos num sistema familiar é justamente a exclusão de um membro 👨👩👧👦⠀
⠀
👉 Excluir, desprezar, desconsiderar, negar a existência de um dos seus membros da família é um ato gravíssimo que ressoa em todo os participantes daquela constelação, atingindo os campos dos envolvidos de forma inexorável e trágica⠀
⠀
A exclusão tem um raio de ação devastador nas vidas dos membros que nem conhecem o fato 😨⠀
⠀
✅ A Constelação Familiar é um conhecimento/filosofia e também uma aplicação terapêutica que fala sobre a influência dos nossos relacionamentos familiares em nossa vida⠀
⠀
Através da Constelação Familiar, é possível observar as origens sistêmicas de determinadas dificuldades na vida do cliente. Os resultados do atendimento são frequentemente descritos como aliviantes e liberadores 😉👍⠀
⠀
Agende seu horário com a Lúcia e saiba mais sobre nossos procedimentos 😊👏⠀
⠀
📱 Fale conosco pelo Whatsapp: (12) 99237-4242⠀
⠀
 estetica⠀
⠀
Instituto Sandra Abreu 🧡💙⠀
☎ Whatsapp (12) 99200-9557 | (12) 3624-2525⠀
Largo da Inconfidência 145 - Vila São José, Taubaté", instituto  sandraabreu  workshop  corpo  energia  body  reiki  massagem  pompoarismo  mah  metodoabdominalhipopressivo  cuidado  saude  pilates  pilatesbiodinamico  biodinamico  constelacaofamiliar ,N/A,N/A,N/A,N/A,N/A
73,"👯 Set bra+tanga
K setu je možné dokoupit pásek nebo pásek-portupej (+300 Kč)
🙌 Ruční práce na objednávku dle Vámi daných rozměrů.
✂️U nás máte možnost kombinovat spodní i horní díly mezi různými sety, vybrat barvu a krajku.
🏷795 Kč.
➡Pro objednávku napište nám do Directu
"," spodnipradlo  pradlo  sexyzenashop  sexyzena  sexypradlo  obleceni  damskepradlo  damskeobleceni  sexyspodnipradlo  nicnikosile  erotickepradlo
 erotika  nocnikosile  pyzamo  souprava  komplet  body  ručnípráce  czechgirl  damskamoda",N/A,N/A,N/A,N/A,N/A
74,"Tudo muuuuuuuito barato em moda feminina no @lojaocompre10jp . Peças lindas e com um precinho bom demais.
", moda  modafeminina  jampa  joaopessoa  mangabeira  bancarios  paraiba  mulher  body  blusa  blusinha  saia  short  vestido  oferta  ofertadodia  querodescontopb,N/A,N/A,N/A,N/A,N/A
75,"Hace como Gaspar y clavate un body comodo y fachero para pasar la jornada! .
👶🏻
.
", bebesfelices  setdenacimiento  body  mamadera  bernal  quilmes  caba  laplata  sublimar  sublimacionesxd  bebe  sublimados,N/A,N/A,N/A,N/A,N/A
76,"¡Personalízalo! Desliza la imagen
.
Escoge el modelo, el color o estampado, tipo de panty y talla👙
.
Te damos garantía por talla y calidad!!! 👙 WhatsApp: 3107443771
.
.
.
.
", luxury  vestidosdebaño  vacaciones  summer  playa  bikinilover  bikinigirls  showroom  enterizos  dospiezas  tendencias  estampados  colores  doblefaz  sol  tangas  colombia  enviosinternacionales  calidadpremium  divinos  colombia  bikinis  playa  piscina  sol  verano  summer  vacaciones  enterizos  escotes  body  colores,N/A,N/A,N/A,N/A,N/A
77,"Morning Motivation: Keep going! It’s all part of the process!!! ⠀⠀⠀⠀⠀⠀⠀⠀⠀
•⠀⠀⠀⠀⠀⠀⠀⠀⠀
•⠀⠀⠀⠀⠀⠀⠀⠀⠀
•⠀⠀⠀⠀⠀⠀⠀⠀⠀
To be continued ⠀⠀⠀⠀⠀⠀⠀⠀⠀
 growtogether  ", motivation  entrepreneur  entrepreneurlife  peacewithin  selfcontrol  positivethoughts  healthybody  healthymind  nolimits  mind  body  soul  positivebody  ceo  motivator  bosslady  positiverelationships  perspective  garden  flowers  fruitofthespirit  patience  empower  freedom  philipinans  godlover  blog  selfdevelopmenttools  selfimprovement,N/A,N/A,N/A,N/A,N/A
78,"Autoestima é a plena certeza de que você não precisa de nada além de você para ser feliz. 
Renove a sua se percebendo. 💕
Ensaio: Cíntia 
Pic by @michellebartlettt 
 michellebartlett   retratosnaturais   aoarlivre   loira   horamagica   floresta   ensaionu   asanorte   loira   empoderamento   editorialphotography   lagosul  "," studiomichellebartlett📷
.
.
.
.
.
.
.
.
.
 retratofeminino  retratos  flona  mulheresdesucesso  fashion  body  sensual  brasilia  comestilo  minhabrasilia  brasilialinda  nu  lagoparanoa  asasul  empoderamentofeminino  lingerie  girlpower  lagoparanoa  nucleobandeirante",N/A,N/A,N/A,N/A,N/A
79,, modafeminina  mulher  lookdodia  elegancia  instafashion  roupasfemininas  glamour  lindasmulheres  damoda  mulheres  divas  moda  body  lindasmulheres  glamour  cool  friu  inverno,N/A,N/A,N/A,N/A,N/A
80,Endlich sind sie da !! , sport  jillianmichaels  motivation  body  krafttraining  auspowern  schwitzen  shred  hometraining  girlspower,Officer us workout convention! Eye this insta bio soon afterward you read this,N/A,N/A,N/A,N/A
81,"Do not let them underestimate your ambitions

", weightloss  body  diet  fitnessaddict  gymtime  bodybuilder  fitnessgirl  abs  yoga  powerlifting  nutrition  strength  goals  gymnastics  model  fitlife  instagram  nopainnogain  fashion  muscles  life  boxing  running  fitnesslife  sports  bhfyp  eatclean  getfit  mma,N/A,N/A,N/A,N/A,N/A
82,"Vai comemorar o primeiro aninho de sua princesa? Fazer smash the cake? Então não deixe de conferir nossos lukes❤ Body personalizado e saia de tule, feito com muito amor 👑👸🎀 Ótima opção de presente🎁 Encomendas no direct ou whatsapp📦 visite também nossa loja. Link na bio💻 .
.
.
.
.
 passarinho   smashcake   Princesa   FeitoComAmor   MãeDeMenina  "," bodyjardimencantado  jardimencantado  Personalizados  Bordado  BodyCustomizado  Feltro  Body  saiadetule  tutu
  Maternidade  babyLuxo  Laços  bows  Menina  Handmade  Artesanato  TrabalhosManuais  cdqf  MundoRosa  MimoDeMenina  Goiânia  Goiás  bomdia",N/A,N/A,N/A,N/A,N/A
83,"A brincadeira começou💪
 frio aqui não existe
"," gap
 body fitness",N/A,N/A,N/A,N/A,N/A
84," DUALPOWER💣💣💣 Calzas con hermosos diseños😎
Talles S M L Y XL
$990
.
.
.   workout  ", gym  gymlife  gymfreak  gymtime  gymrat  bodybuilding  gymmotivation  train  fitfam  progress  muscle  training  photooftheday  health  gymaddict  instahealth  hulk  body  fit  strong  motivation  determinant  determination  instadaily  musclegain  hashto  cleaneating  exercise,N/A,N/A,N/A,N/A,N/A
85,"Czasem kiedy patrzę na nią, to mam ciarki w głębi duszy, teraz żyje w śnie, którego chciałem, dzisiaj nikt ma mnie nie budzić 
", polishgirl  body  dress  mirror  smile,Zostawiam Ci follow i zostaję tu na stałe 🤗Chcesz się wypromować? 💫🔥 Zaobserwuj profil ➡️ @xbujanowskax ⬅️💥 a być może to właśnie TY będziesz następną osobą którą wybierzemy i wypromujemy! 🔥🔥🔥,N/A,N/A,N/A,N/A
86,"If you hear a voice within you say , “you cannot paint” ,  then by all means paint , and that voice will be silenced 🔥.
📸 @vision_perfecta . 👗 @vashowroom.pe . 💅🏼 @backstagejesusmaria 💄@annymakeupbeauty
📍 Hotel Rustica Pachacama .
.
.
.
. .
.
.
.
 feelinggood   photoshoot  ", enjoy  vibes  photoshoot  feeling  favorite  photographer  travel  heatlyfood  goodvibes  positivevibes  healthy  positivemind  balayage  blondie  hair  model  beauty  photobooth  blackandwhite  dresses  outfit  pose  smile  mind  body  soul  peace  free,MEGA ULTRA DIOSAAAAAAAAAAA !!! 😍😍😍😍😍😍😍😍,Que bella y q lindo el vestido 💕🔥,Porque no estas en Miss Perú!!👏👏👏👏👏❤️🙌,N/A,N/A
87,"No quiero tu piropo, quiero tu respeto 🌹",,#instamood #travel #travelblogger #instatravel #phototravel #fashionblogger #style #me #model #smile #relax #hot #picoftheday #body #summer #hair #ootd #igers #top #girl #sunset #sky #sevilla #sun #swimsuit #rose #love #woman #asos #lunares,The pic is cool! 😍,Hermosa👏👏👏😮😮😮🙏🙏🙏,Que hermosa fotografía,N/A
88,"NOLITT∆🍂
.
Meninas e esse Body brilha meus olhos de tão lindo e elegante que fica!!!✨
.
Por Apenas $29,99
.
"," modafeminina
 lojasantaluzia
 varejomg
 amamosroupas 
 body 
 lojafeminina 
 sucessodevendas",N/A,N/A,N/A,N/A,N/A
89,"Usando o cód 🦋 K290 🦋 você ganha 10% de desconto! Calça pantalona voo das araras  R$251,1 Aproveita o parcelamento em até 6x no site! E ainda ganhe o frete grátis!
🌺www.farmrio.com.br🌺  @adorofarm 🌺🍍 ", farmrio  farm  adorofarm  tonoadorofarm  moda  tendencias  brasil  tropical  euquerofarm  mundofarm  farmetes  bicho  verao20  likeforlike  vsco  instagood  farmetes  body  camisa  estampa  flores  vestidos  refloresta  lançamento,N/A,N/A,N/A,N/A,N/A
90,," rinofiller .
.
.
.
.
.
.
.
 drantonioperrotta  chirurgoplastico  surgeon  surgery  aesthetics  aestheticsurgery  aestheticmedicine  botulino  botox  filler
 breastaugmentation 
 liposuction 
 aestheticmedicine 
 plasticsurgery 
 beautiful 
 lips
 doublechin 
 fitness 
 body 
 perfectbody 
 jawline
 lipfiller 
 love  instagood  photooftheday  beautiful  girl  girls",N/A,N/A,N/A,N/A,N/A
91,"Conjuntos disponibles 😍
 purpuralight 💜
Envíos a todo el país ✈️
WhatsApp 📲 link en mi perfil ☝🏻
Pago contra entrega en la ciudad de Medellín 🛵.
.
.
.
", emprendedora  sueños  estilo  moda  fashion  amolamoda  nice  empoderada  sefemenina  love  shop  glamour  mystyle  nice  buso  camisetas  body  blusones  conjuntos  tiendavirtual  medellin  purpuralight,N/A,N/A,N/A,N/A,N/A
92,"Quieres verte más Joven y tener más energía!! Baja hasta 15 kilos en un mes de forma natural, sin efecto rebote y sin aguantar hambre. Asesoría personalizada: 👇
https://bit.ly/2DemoBP o +573233950485
", sindieta  sinefectorebote  Lipolíquida  natural  salud  bienestar  belleza  amate  TLC  adelgazar  baja5librasen5dias  body  beauty  beautiful  loseweight  withoutexercise  withoutdiet  health  lose5lbsin5days  lookinggood  fitness  cerocelulitis  sincelulitis,N/A,N/A,N/A,N/A,N/A
93,"Abbynaturals radiance set ☘️Abbynaturals body butter ☘️Abbynaturals fruity black soap
☘️Abbynaturals facial clay mask 📞🛍🛍🛵 0249528404
Order today we deliver tomorrow. Delivery Mondays to Saturdays. 
", fruityblacksoap  blacksoap  africanblacksoap  likeforlikes  likeforfollow  skintreatments  treatyourskin  bathsoap  skinsoap  bodysoap  skinglow  eczematreatments  acnetreatment  skindiscoloration  eczematreatment  blemishcontrol  blemishfree  smoothskin  radiantskin  radiantskincare  glowskin  glowskincare  claymask  bentoniteclay  bentoniteclaymask  bodybutter  smoothskin  radiantskin  body  skincareroutine  skinglow  glow,N/A,N/A,N/A,N/A,N/A
94,"⚡liberando utilidade
•Qualquer dúvida me chamem na dm
•Gostou? curta! Não custa nada
", utilidadepublica  utilidades  skincare  body  bodypositive  bodys  bodypainting  corpo  corpoperfeito,N/A,N/A,N/A,N/A,N/A
95,"Ciało, moje ciało. Jestem Ci wdzięczna, że codziennie rano mogę otworzyć oczy, nawet jeśli mój nastrój szampański nie jest.

Tworzę z Tobą najbliższą i najbardziej intymną ze wszystkich relację. To Ty pierwsze wiesz, kiedy już nie mam siły, a kiedy mogę jeszcze długo, długo pracować. Dajesz mi subtelne znaki - czasem ból mięśni, czasem ból brzucha, aby zrobić sobie przerwę. Nie zapominasz też o mocnych sygnałach, bo są momenty kiedy totalnie się rozkładasz chorobą. Wtedy wiem, że przesadziłam. Znów Cię nie doceniłam. Znów pędziłam, znów na Ciebie w myślach jątrzyłam - ""że nie takie"", ""że inne mają lepsze"". Moje Ciało - przepraszam Cię dziś za te wszystkie złe słowa, które o Tobie powiedziałam. Dziś jestem Ci bardzo wdzięczna, bo dzięki mikroskopijnym procesom w Tobie - żyję. I to jest najlepsza perspektywa życia nie tylko doczesnego! <3 <3 <3 
A ty, jak się obchodzisz ze swoim ciałem? Jesteś mu wdzięczna? Napisz, co ostatnio dobrego powiedziałaś o swoim ciele :) www.urzekajaca.pl/piekno
.
.
", ciało  body  kursdlakobiet  selfimprovement  rozwojosobisty  kochamsiebietaką  positivevibes  positive  bepositive  beautiful  pieknokobiety  urzekająca  youarebeautiful,N/A,N/A,N/A,N/A,N/A
96,"To fridage til mig 🌸

", love  goodvibes  perfect  dress  girl  me  selfie  summer  sun  loveit  smile  dresses  whitedress  body  goals  beautiful  sweet  true  singlegirl  single  home  fri  life  music  ❤️,"Are you single??
DM us fast",You are Queen ♕,N/A,N/A,N/A
97,, travel  sunshine  fittness  tattoo  ocean  sun  happy  lighthouse  body  bodybuilding,N/A,N/A,N/A,N/A,N/A
98,"Das bin ich, ich würde sagen, damals, es war 2015,hab ich nicht realisiert in was ich mich verwandelt habe, es ist wirklich ungesund, unschön, unestetisch, und erst wenn du mit diäten anfängst, dann kann echt schlimm werden 🤪🤪🤪ich bin sehr glücklich das ich mein Leben Qualität verbessert habe, in dem ich abgenommen habe, in dem ich in mir Stärke dafür gefunden habe
.
 schlank   motivation  "," abnehmen  Übergewicht  leicht  gesund  abnehmen  gesundleben  positiv  glücklich  traudich  erfolg  transformation 
 body  fit  krafttraining  essen  essenumstellung  sportlich  glutenfrei  richtig  muskelaufbau  körper  veränderung  frauen  Fitness  leicht  gesundleben  bodychange  makeup  beauty",N/A,N/A,N/A,N/A,N/A
99,"30 days 🗓
19 flights 🛫
14 cities 🏙
9 shows 🎧
0 drinks 🍹✖️
9 workouts 🏋🏻‍♂️ 56 Zero Bars 🍫 @biotechusa 
this is my tour life, healthy life everyday 💪
.
.
.
 chinatour 🇨🇳 powered by @sgentertainmentshanghai .
.
.
📸 @noise_woo 
", BioTechUSA  GetMore,N/A,N/A,N/A,N/A,N/A
100,Facetoface , bnw  bnwphotography  girl  noir  portrait  beauty  photo  magic  movie  nude  vintage  boudoir  analogphotography  filmphotography  blackandwhitephotography  people  nomodel  women  body  erotic  streetphotography  picoftheday  instagood  instadaily  berlin  oldschool  power  sporty  shape  eyecatcher,N/A,N/A,N/A,N/A,N/A
101,"⭕️ورزشكار ما در اجراي اين حركت،٢ اشتباه رايج رو مرتكب شده كه معمولا تو باشگاه شاهدش هستيم 🤷‍♂️و با شرايط موجود نميشه مستقيما اشتباهشون رو گوشزد كرد. در عوض امكان نوشتنش در بخش كامنت وجود داره. ممنون ميشيم برامون بنويسيد 🙏
.
. @dr_alirezamiri @dr.ashkanmotaghiyan_ifbbpro @dr.torabimehr @damoon_ashtary @ifbbpro.omideskandari @mayan_zatparvar.official @mahdi_zatparvar @mahvash_imanifar_org @sahar_trx @mehransahraei125 @soheyla_gz 
@fit.shoow @iranmuscle @tajrobevarzesh @proobody @fitness_razm @fereshteh_azmoudeh @moojtaba_abed @hamed_akrami__trainer @kaveh.jazani @abtin_shekarabi.ifbbpro @ali.karami61 @kamranrezaei_official @misschamp.m.ahmadi @fit.p.e @bashir.online @behtan24 @bodybuilding_scientifically @vahidbadpey @shima.khani7_fit @farshidnezakati @faramarz.azizi @ghazal.kh17 @toofansalimian_ifbbpro @yaghoubian @neenee.khorsand.ifbb @amirgoodarziiii 
", تمرين  اموزش  باشگاه  ورزش  دلتوييد  بدنسازی_آقایان  بدنسازی_بانوان  بدنسازی  بدنسازی_تغذیه  بدنسازی_طبیعی  باديبيلدينگ  تغذیه  سرشانه  پشت_سرشانه  نشرخم_سيمكش  bodybuilding  body  bodytransformation  bodybuildingnation  exercise  exercisemotivation  chestpress  gym  muscle  fit  fitness  exercises  anatomy  biomechanics,حرکت نشر خم تک دست سیم کش نکته اول : گردن در امتداد سرشانه ها قرار بگیره دوم اینکه مچ نباید خم بشه و رو به داخل و همینطور خود دست یعنی دست کشیده و ارنج کمی خم ولی در امتداد سرشانه,مچ دست,تنه موازی با زمین باشد ، سر گردن حالت عادی نه اینکه بالا بگیریم ، مچ به داخل نشکند حالت عادی، زاویه دست هم خیلی باید کم باشد در حد ده درجه ، قبلا هم اشاره کردم که در همه حرکات سیمکش نشر سرشانه نباید دست از جلوی استخوان ران رد شود چون فشار برداشته میشود ما هدفمون در سیمکش زدن القا فشار ثابت در طول حرکت به عضله سرشانه است در این حرکت، دست را روی پا نگذارید چون ممکنه به زانو فشار بیاد میتونن میله سیمکش رو بگیرن,شکستن مچش و بالا آوردن سرش که باعث‌میشه سر و بدن در یک راستا نباشن و درضمن هنگام بالا آوردن دست ،بازو‌ تا حدی که موازی زمین بشه باید بالا بیاد,شكستن مچ ،حالت سروگردن،وزاويه ي بالاتنه بايدموازي بازمين باشه
102,🧘🏼‍♂️🏋🏽‍♂️💸⚔️💈🎒 body @choppppppa @whoisclever ," gym  gymislife  bodybuilding  fitness  mensphysique  work  workout  training 
 activegymfitness  noflexzone  tyngre  gymshark  nocco  gym  arms  diet  clever  nlechoppa  hiphop  rap  bodytransformation  boom  swe  flex  noshavelife  ganggang  backpac  arms","Wow😍💖 stunning post, send us your pictures for pormotion",N/A,N/A,N/A,N/A
103,Temmuz ayında olduğumuza eminmiyiz.🙄, bodybuildingmotivation  fitnessmodel  aesthetics  muscles  bodybuilder  bodybuildinglifestyle  shredded  fitnessadict  squats  beastmode  physique  trainhard  strenght  ripped  instafit  npc  diet  dedication  photography  french  model  sport  body  gymnastics  musculation  instapic  sportlife  goals  nopainnogain  aesthetic,eminiz eminiz 👼 her Temmuz böyle olsa 😍,Love your photos! ❤️ hey read our bio and message us for shout-out details.,Keep up the good work!,looks delicious 😍,Ambassador our strength organization. Attention this instagram page with no delay
104,"I  O N C E  B E L I E V E D  I N  Y O U .

", me  potrait  selfie  closeup  color  red  black  form  shape  photography  tbt  picoftheday  instagood  body  talk  iphonesia  random  artsy  art  contemporaryart  love  handsome  man  gay  instagay  bestoftheday  icon  silence  light  tbt  mood,N/A,N/A,N/A,N/A,N/A
105,"A N Á N K Ē .
[K O E R P E R S T U D I E  X I]

", me  potrait  selfie  closeup  face  beard  photography  image  bnw  blackandwhite  monochrome  tbt  picoftheday  instagood  body  talk  iphonesia  love  handsome  man  gay  instagay  bestoftheday  silence  melon  weekend,Nice!!,Blessings to you 🙏🏽,"Hey  Phil, dope insta. Let’s collab. Msg main account @kenacho and tell them we sent you! 🔥","Wow, was für ein interessantes Profil, sieht echt gut aus!",N/A
106,"M I R R O R M E.
[K O E R P E R S T U D I E  X]

", summer  sun  travel  light  morning  fresh  mirror  me  awareness  body  skin  hairy  portrait  muscles  natural  photography  image  color  tbt  picoftheday  instagood  iphoneography  iphonesia  love  handsome  man  gay  instagay  bestoftheday no gym,🔥🔥🔥😎🔥🔥🔥,🔥🔥🔥,You have one of the best galleries I've seen today!,#pride,Hot 🔥
107,"Когда ты добр ко мне, когда нежен, когда ведешь себя со мной будто я - самое ценное, что у тебя есть - я чувствую себя под защитой. Честное слово, искренняя нежность, забота и безграничная любовь - ключ ко всему. ♾",,🖤,Your profile is good! Please keep it up! 👍👍,"Увидели меня - подпишитесь)
И негой и страстью вы обернитесь..","О любви (привет Чешечке!). Я не буду писать про грудь,
Уж простите меня, мужики.
Я не буду фальшиво тянуть:
«Сердце рвётся мое на куски!» Я не стану кричать, что все лгут,
Не порежу себе я вен.
Да, меня Афанасий зовут,
Не имею любовных проблем.

Не сожгу три твоих письма,
И тебя-то вообще нет.
Нынче ведь и любовь – кутерьма:
Силуэт без одежды, бред.

Загружаю я телефон,
Набираю хештег #любовь.
Вот реклама про силикон,
Вот любовь предлагает Любовь.

Томно барышня глазом ведёт,
Гладя свой кучерявый парик.
Пригляделся я. Так не пойдёт.
То не барышня, то мужик.

Ох, без дам не бывает любви!
Нет. Бывает. И здесь я лгу.
Нам теперь возвестят: «се ля ви» –
Есть любовь даже к сапогу. 
Я веселый большой жираф,
Взялся тексты про чувства клепать.
Наклепал, чувств не передав,
А ценители будут клевать.

Интересное слово «любовь».
Магазин с сердечком мигал.
Я желаю вам той любви,
О которой не рассказал.",Love your photos! ❤️ hey read our bio and message us for shout-out details.
108,Выбирай людей своего уровня ценностей и внутренней наполненности.,,"Да, и мне тоже в Директ ответь 🤣",Looking good 💪♥️,"Hallo kak🙂, ingin punya penghasilan lebih🤔😍 Ayoo!! Segera cek ig kami ya kak🙂","❤️❤️❤️Привет! Некоторое время смотрю твою страницу и она меня восхищает! Я кубинский🇨🇺 художник, сейчас живу в Москве. Рисую картины, эскизы, а также делаю татуировки в стиле реализм. Если хочешь можешь зайти на мою страницу и если тебе понравится моя работа, можешь написать мне. Хорошего дня! @rioger_martinez 😊🙌👍🏻",So cool
109,"я сама себе власть
исполнительная/судебная,
я сама протяну себе руку
защищусь, спасу.

я сама себя гордую, честную
из горящей избы сонную
вынесу.

я придерживаюсь всех правил,
канонов,
не знаю мер.
я сама любому принцу, 
рыцарю
пример.
я проблем не страшусь и
не вижу, чтоб так умел
хоть один из моих знакомых.

может вовсе не хочется мне себе рыцарем быть,
может просто устав, я хочу по течению плыть,
знать, что если пожар, а я сплю —
ты спасешь.
знать, что беды мои, 
как свои
на плечах понесешь.
знать, что плечи твои, 
шире, 
крепче Берлинской стены.
и на этой планете
нет меня
нет тебя
есть –
мы.",,👏👏👏,"Если можешь, всегда оставайся солнцем,
Не теряйся в простуде,
Собой не корми сквозняки.
Ты разбита, устала,
Тебя клонит в сон целый день.
Надоели дожди,
Жизнь в двоичной системе,
И глубокие тени...
Что, впрочем, уже синяки.

Но, родная, возьми пастель, застели постель,
Ярко-синим на ярко-белом ладони след.
Наши встречи не будут помнить и двух недель,
Может, день или два мы скопили
За столько лет.

Погаси свет, положи на окно листок. ---
Если долго идти на восток, можно встретить любовь,
Вероятность не бог весть, но Бог есть -

Пусть дорогу осилит идущий,
Кошмар - спящий,
Настоящего и настоящей.
Настоящего и настоящей.

На восток гонит - где же твое окно?
И не важно что будет потом,
И не важно что было до.
Безраличны мои ""ну"" и твои ""но"",
На восток гонит - где же окно?

В цейтноте и я, и ты.",😊💪🏽,вoсхитительнaя paбoтa,💪💪
110,"Я могу тебя очень ждать,
Долго-долго и верно-верно,
И ночами могу не спать
Год, и два, и всю жизнь, наверно!

Пусть листочки календаря
Облетят, как листва у сада,
Только знать бы, что все не зря,
Что тебе это вправду надо!

Я могу за тобой идти
Сквозь трущобы и перелазы,
По горам, без дорог почти,
По пескам, по любому пути,
Где и черт не бывал ни разу!

Все пройду, никого не коря,
Одолею любые тревоги,
Только знать бы, что все не зря,
Что потом не предашь в дороге.

Я могу за тебя отдать
Все, что есть у меня и будет.
Я могу за тебя принять
Горечь злейших на свете судеб.

Буду счастьем считать, даря
Целый мир тебе ежечасно.
Только знать бы, что все не зря,
Что люблю тебя не напрасно!

Я могу тебя очень ждать,
Долго-долго и верно-верно,
И ночами могу не спать
Год, и два, и всю жизнь, наверно!

Пусть листочки календаря
Облетят, как листва у сада,
Только знать бы, что все не зря,
Что тебе это вправду надо!

Что потом не предашь в дороге.

Что люблю тебя не напрасно! Эдуард Асадов",,Какой интересный кадр 🙃,Daaang! You look so perfect 💓. We would love to see you wearing our treasures! Dm us to know more about this colab 💞😍❣️,Оригинальные часы по самым низким ценам у меня 🤩,WOW!,👏 very nice
111,"— Я cтал усыпать её цветами, поцелуями и комплиментами. Я делал ей сюрпризы, радовал каждую минуту. Говорил на людях только о ней. Все темы сводил в её сторону. Воcхвалял её своим и нашим общим друзьям. Не поверите — она расцвела. Oна стала ещё лучше, чем раньше. Hабрала вес, перестала нервничать и полюбила меня ещё сильнее, чем раньше. Я даже не знал, что она умеет так любить. И я понял одно: женщина — это отражение мyжчины. Eсли любить её до безумства, она станет им.",,🔯Aktiv 7/24🔯,Как красиво!,"Добрый день, у Вас хороший аккаунт!
Будем рады видеть Вас в нашем!",This is glorious! 😍,Ясного солнышка и чудесного настроения 🌷🌷🌷будьте с нами 🙌❤️
112,"Being a full time Hairstylist, Yoga keeps me balanced during my busy schedule 🧘‍♀️🌿🇦🇺
.
.
.
.
", yoga  active  health  girl  life  yogalife  mood  happy  mind  photooftheday  yogagirl  exercise  instafit  fitlifestyle  fitspo  guru  body  stayfit  strong  earth  fitness  yogainspiration  world  australia  australian  beautifuldestinations  fitnessaddict  outdoors  girl  nature,Great work! Keep it up 💪🏼,💝,What a relaxing place to workout,🙌,👍
113,"🖤❕ nuevas prendas para estrenar 🖤❕
Body talla Única : Negro, Blanco, Rojo. 
Falda Blanca y Negra S M L ", coronadivina  bycoronadivina  bodysuit  body  faldashort  faldas  nuevacoleccion  newarrivals  medellin,N/A,N/A,N/A,N/A,N/A
114,"👉 Dzięki nowatorskim recepturom zabiegi  EllaBaché pozwalają osiągnąć najlepsze rezultaty  skóry w każdym wieku 💕💕 👉 Rytuały oparte są na bazie najczystszych, idealnie  wyselekcjonowanych  składników roślinnych pochodzących z różnych stron świata.
🔎 Zapraszamy do współpracujących z nami salonów kosmetycznych i SPA 🔝
", pielęgnacji  zabiegi  rytualy  twarz  ciało  francuskamarka  profesjonalna  naturalne  składniki  regereneracja  odzywienie  nawilzenie  antiageing  skincarenatural  beautyexpert  france  body  face  treatment,N/A,N/A,N/A,N/A,N/A
115,"RadicINK.
.
.Osservando attentamente le foto del progetto “RADICI”, il primo elemento che salta all’occhio è il corpo: spoglio, semplice e naturale. La cosa che mi fa impazzire sono le linee che si vengono a creare e l’andatura che assumono. Per questo ho pensato che potessero diventare ipotetici tatuaggi. Quindi mi sono recato alla @lamalafedetattoostudio e grazie alla splendida abilità di @meg.marta_beltrami, ho potuto sperimentare questa prima immagine sulla mia pelle. 
Il bello di tutto ciò è poter far rinascere e continuare il progetto Radici sottoforma di altri stili artistici come in questo caso quello del tatuaggio.
.
photo @calleghernicolaphoto .
sketch and tatto @meg.marta_beltrami .
tattoo studio @lamalafedetattoostudio .
.
.
.
.
.
", tattoo  black  ink  skin  arm  photo  project  roots  radici  radicink  art  nude  nature  body  root  lines  curves  texture  fill  style  artistic  tattoartist  illustrator  italy  veneto  treviso  conegliano  tattoostudio  lamalafedetattoo,"Hey tolles Bild, soetwas sieht man selten auf Instagram! Cool dass sich jemand soviel mühe gibt!😎",N/A,N/A,N/A,N/A
116,Chique é ser feliz. Elegante é ser honesto. Bonito é ser caridoso. Sábio é ser grato. O resto é só inversão de valores! 💖  iwantone  ," cheiadevibe
-
-
-
-
-
-
-
-
-
-
-

 cute  beautiful  body  instamood  instagood  fashion  forlike  girl  nature  TagsForLikers  love  life  follow  pretty  br  girlstoday  summer  hair  gorgeousgirls  me  blonde  mirror followme  natureza  mg  followtrick  makeuptutorial  makeup",Que linda olhos mas lindo,N/A,N/A,N/A,N/A
